ChangeId,OpportunityCode,AccountName,OpportunityName,FieldChanged,OldValue,NewValue,ChangeDate,ChangedByFullName,ChangedByEmail
CHG-022088,006LP18TH5SBJT34G0,Everline Technologies Ltd.,Everline Technologies Ltd. - Access Control Modernization,SFDC_ACV_Gp,1583.65,1237.76,2026-04-16,Susan Roberts,susan.roberts@global.ntt
CHG-022089,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,ForecastCategory,Not Set,Omitted,2026-06-01,Timothy Green,timothy.green@global.ntt
CHG-022090,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,SFDC_ACV_Revenue,0,68253.47,2026-06-01,Timothy Green,timothy.green@global.ntt
CHG-022091,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,SFDC_ACV_Gp,0,14131.76,2026-06-01,Timothy Green,timothy.green@global.ntt
CHG-022092,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,OpportunityStage,Identification,Requirements Definition,2026-06-06,Timothy Green,timothy.green@global.ntt
CHG-022093,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,OpportunityStage,Requirements Definition,Qualification,2026-06-13,Timothy Green,timothy.green@global.ntt
CHG-022094,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,ForecastCategory,Omitted,Pipeline,2026-06-13,Timothy Green,timothy.green@global.ntt
CHG-022095,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,Confidence,0.00,0.22,2026-06-13,Timothy Green,timothy.green@global.ntt
CHG-022096,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,OpportunityStage,Qualification,Proposal,2026-06-14,Timothy Green,timothy.green@global.ntt
CHG-022097,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,SFDC_ACV_Revenue,68253.47,64261.26,2026-06-15,Timothy Green,timothy.green@global.ntt
CHG-022098,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,SFDC_ACV_Gp,14131.76,13305.18,2026-06-15,Timothy Green,timothy.green@global.ntt
CHG-022099,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,OpportunityStage,Proposal,Proposal Evaluation,2026-06-24,Timothy Green,timothy.green@global.ntt
CHG-022100,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,ForecastCategory,Pipeline,Commit,2026-06-24,Timothy Green,timothy.green@global.ntt
CHG-022101,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,Confidence,0.22,0.78,2026-06-24,Timothy Green,timothy.green@global.ntt
CHG-022102,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,OpportunityStage,Proposal Evaluation,Finalist,2026-06-25,Timothy Green,timothy.green@global.ntt
CHG-022103,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,OpportunityStage,Finalist,Deal Lost,2026-06-30,Timothy Green,timothy.green@global.ntt
CHG-022104,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,ForecastCategory,Commit,Omitted,2026-06-30,Timothy Green,timothy.green@global.ntt
CHG-022105,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,Confidence,0.78,0.03,2026-06-30,Timothy Green,timothy.green@global.ntt
CHG-022106,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,SFDC_ACV_Revenue,64261.26,50027.19,2026-06-30,Timothy Green,timothy.green@global.ntt
CHG-022107,006LP3EF29P5MS9N58,Oakridge Media Group LLC,Oakridge Media Group LLC - Access Control Modernization,SFDC_ACV_Gp,13305.18,10358.04,2026-06-30,Timothy Green,timothy.green@global.ntt
CHG-022108,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,OpportunityStage,Qualification,Deal Lost,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022109,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,ForecastCategory,Not Set,Pipeline,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022110,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,Confidence,0.00,0.20,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022111,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,ForecastCategory,Pipeline,Omitted,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022112,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,Confidence,0.20,0.12,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022113,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,SFDC_ACV_Revenue,0,9165.27,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022114,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,SFDC_ACV_Gp,0,1613.5,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022115,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,SFDC_ACV_Revenue,9165.27,6659.38,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022116,006LPI96UQ1ZR3GJAE,Westfall Financial Group Co.,Westfall Financial Group Co. - Backup & DR,SFDC_ACV_Gp,1613.5,1172.35,2026-01-30,Linda Phillips,linda.phillips@global.ntt
CHG-022117,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,ForecastCategory,Not Set,Omitted,2026-02-23,Angela Martinez,angela.martinez@global.ntt
CHG-022118,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,Confidence,0.00,0.09,2026-02-23,Angela Martinez,angela.martinez@global.ntt
CHG-022119,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,SFDC_ACV_Revenue,0,27338.05,2026-02-23,Angela Martinez,angela.martinez@global.ntt
CHG-022120,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,SFDC_ACV_Gp,0,3963.54,2026-02-23,Angela Martinez,angela.martinez@global.ntt
CHG-022121,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,OpportunityStage,Identification,Proposal,2026-02-24,Angela Martinez,angela.martinez@global.ntt
CHG-022122,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,ForecastCategory,Omitted,Pipeline,2026-02-24,Angela Martinez,angela.martinez@global.ntt
CHG-022123,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,Confidence,0.09,0.32,2026-02-24,Angela Martinez,angela.martinez@global.ntt
CHG-022124,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,OpportunityStage,Proposal,Deal Lost,2026-03-17,Angela Martinez,angela.martinez@global.ntt
CHG-022125,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,ForecastCategory,Pipeline,Omitted,2026-03-17,Angela Martinez,angela.martinez@global.ntt
CHG-022126,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,Confidence,0.32,0.00,2026-03-17,Angela Martinez,angela.martinez@global.ntt
CHG-022127,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,SFDC_ACV_Revenue,27338.05,34169.18,2026-03-17,Angela Martinez,angela.martinez@global.ntt
CHG-022128,006LPZX8H2136KLQME,Cascade Holdings Co.,Cascade Holdings Co. - Colocation Expansion,SFDC_ACV_Gp,3963.54,4953.93,2026-03-17,Angela Martinez,angela.martinez@global.ntt
CHG-022129,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,ForecastCategory,Not Set,Pipeline,2026-04-10,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022130,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,Confidence,0.00,0.22,2026-04-10,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022131,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,SFDC_ACV_Revenue,0,6116.29,2026-04-10,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022132,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,SFDC_ACV_Gp,0,1261.89,2026-04-10,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022133,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,OpportunityStage,Qualification,Proposal,2026-05-04,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022134,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,ForecastCategory,Pipeline,Best Case,2026-05-04,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022135,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,Confidence,0.22,0.64,2026-05-04,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022136,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,SFDC_ACV_Revenue,6116.29,5658.99,2026-05-08,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022137,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,SFDC_ACV_Gp,1261.89,1167.54,2026-05-08,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022138,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,OpportunityStage,Proposal,Proposal Evaluation,2026-05-12,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022139,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,OpportunityStage,Proposal Evaluation,Finalist,2026-05-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022140,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,ForecastCategory,Best Case,Commit,2026-05-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022141,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,Confidence,0.64,0.78,2026-05-26,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022142,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,OpportunityStage,Finalist,Deal Lost,2026-06-05,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022143,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,ForecastCategory,Commit,Omitted,2026-06-05,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022144,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,Confidence,0.78,0.03,2026-06-05,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022145,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,SFDC_ACV_Revenue,5658.99,5180.65,2026-06-05,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022146,006LQENY5VK6T0ZOAW,Clearwater Energy Partners Corp.,Clearwater Energy Partners Corp. - Backup & DR,SFDC_ACV_Gp,1167.54,1068.85,2026-06-05,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022147,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,OpportunityStage,Identification,Requirements Definition,2026-07-30,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022148,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,ForecastCategory,Not Set,Omitted,2026-08-01,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022149,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,SFDC_ACV_Revenue,0,3781.53,2026-08-01,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022150,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,SFDC_ACV_Gp,0,640.39,2026-08-01,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022151,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,OpportunityStage,Requirements Definition,Qualification,2026-08-02,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022152,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,OpportunityStage,Qualification,Proposal,2026-08-02,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022153,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,ForecastCategory,Omitted,Pipeline,2026-08-02,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022154,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,Confidence,0.00,0.24,2026-08-02,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022155,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,OpportunityStage,Proposal,Proposal Evaluation,2026-08-04,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022156,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,ForecastCategory,Pipeline,Commit,2026-08-04,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022157,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,Confidence,0.24,0.79,2026-08-04,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022158,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,SFDC_ACV_Revenue,3781.53,4675.18,2026-08-14,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022159,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,SFDC_ACV_Gp,640.39,791.72,2026-08-14,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022160,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,OpportunityStage,Proposal Evaluation,Finalist,2026-08-15,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022161,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,OpportunityStage,Finalist,Deal Lost,2026-08-28,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022162,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,ForecastCategory,Commit,Omitted,2026-08-28,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022163,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,Confidence,0.79,0.10,2026-08-28,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022164,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,SFDC_ACV_Revenue,4675.18,5106.47,2026-08-28,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022165,006LQX1LJ69KCWAGSN,"Sonoma, Regional Transit Authority",Sonoma - Endpoint Protection,SFDC_ACV_Gp,791.72,864.76,2026-08-28,Justin Ragsdale,justin.ragsdale@global.ntt
CHG-022166,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,ForecastCategory,Not Set,Omitted,2026-05-22,Daniel King,daniel.king@global.ntt
CHG-022167,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,Confidence,0.00,0.05,2026-05-22,Daniel King,daniel.king@global.ntt
CHG-022168,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,SFDC_ACV_Revenue,0,710.98,2026-05-22,Daniel King,daniel.king@global.ntt
CHG-022169,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,SFDC_ACV_Gp,0,157.43,2026-05-22,Daniel King,daniel.king@global.ntt
CHG-022170,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,OpportunityStage,Identification,Requirements Definition,2026-05-29,Daniel King,daniel.king@global.ntt
CHG-022171,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,OpportunityStage,Requirements Definition,Qualification,2026-05-30,Daniel King,daniel.king@global.ntt
CHG-022172,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,ForecastCategory,Omitted,Pipeline,2026-05-30,Daniel King,daniel.king@global.ntt
CHG-022173,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,Confidence,0.05,0.25,2026-05-30,Daniel King,daniel.king@global.ntt
CHG-022174,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,SFDC_ACV_Revenue,710.98,760.1,2026-06-05,Daniel King,daniel.king@global.ntt
CHG-022175,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,SFDC_ACV_Gp,157.43,168.3,2026-06-05,Daniel King,daniel.king@global.ntt
CHG-022176,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,OpportunityStage,Qualification,Proposal,2026-06-13,Daniel King,daniel.king@global.ntt
CHG-022177,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,OpportunityStage,Proposal,Proposal Evaluation,2026-06-13,Daniel King,daniel.king@global.ntt
CHG-022178,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,ForecastCategory,Pipeline,Commit,2026-06-13,Daniel King,daniel.king@global.ntt
CHG-022179,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,Confidence,0.25,0.65,2026-06-13,Daniel King,daniel.king@global.ntt
CHG-022180,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,OpportunityStage,Proposal Evaluation,Finalist,2026-06-19,Daniel King,daniel.king@global.ntt
CHG-022181,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,OpportunityStage,Finalist,Deal Lost,2026-06-19,Daniel King,daniel.king@global.ntt
CHG-022182,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,ForecastCategory,Commit,Omitted,2026-06-19,Daniel King,daniel.king@global.ntt
CHG-022183,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,Confidence,0.65,0.00,2026-06-19,Daniel King,daniel.king@global.ntt
CHG-022184,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,SFDC_ACV_Revenue,760.1,710.04,2026-06-19,Daniel King,daniel.king@global.ntt
CHG-022185,006LT5AAWF9E0L752X,Novara Networks Corp.,Novara Networks Corp. - SD-WAN Rollout,SFDC_ACV_Gp,168.3,157.22,2026-06-19,Daniel King,daniel.king@global.ntt
CHG-022186,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Not Set,Omitted,2026-05-24,Karen Phillips,karen.phillips@global.ntt
CHG-022187,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Revenue,0,117359.64,2026-05-24,Karen Phillips,karen.phillips@global.ntt
CHG-022188,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Gp,0,21249.84,2026-05-24,Karen Phillips,karen.phillips@global.ntt
CHG-022189,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Identification,Requirements Definition,2026-05-30,Karen Phillips,karen.phillips@global.ntt
CHG-022190,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Requirements Definition,Qualification,2026-06-08,Karen Phillips,karen.phillips@global.ntt
CHG-022191,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Omitted,Pipeline,2026-06-08,Karen Phillips,karen.phillips@global.ntt
CHG-022192,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.00,0.19,2026-06-08,Karen Phillips,karen.phillips@global.ntt
CHG-022193,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Qualification,Proposal,2026-06-17,Karen Phillips,karen.phillips@global.ntt
CHG-022194,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Revenue,117359.64,123885.62,2026-06-26,Karen Phillips,karen.phillips@global.ntt
CHG-022195,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Gp,21249.84,22431.47,2026-06-26,Karen Phillips,karen.phillips@global.ntt
CHG-022196,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Proposal,Proposal Evaluation,2026-07-07,Karen Phillips,karen.phillips@global.ntt
CHG-022197,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Pipeline,Best Case,2026-07-07,Karen Phillips,karen.phillips@global.ntt
CHG-022198,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.19,0.58,2026-07-07,Karen Phillips,karen.phillips@global.ntt
CHG-022199,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Proposal Evaluation,Finalist,2026-07-15,Karen Phillips,karen.phillips@global.ntt
CHG-022200,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Best Case,Commit,2026-07-15,Karen Phillips,karen.phillips@global.ntt
CHG-022201,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.58,0.91,2026-07-15,Karen Phillips,karen.phillips@global.ntt
CHG-022202,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Finalist,Deal Won,2026-07-30,Karen Phillips,karen.phillips@global.ntt
CHG-022203,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Commit,Closed,2026-07-30,Karen Phillips,karen.phillips@global.ntt
CHG-022204,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.91,0.99,2026-07-30,Karen Phillips,karen.phillips@global.ntt
CHG-022205,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Revenue,123885.62,104901.76,2026-07-30,Karen Phillips,karen.phillips@global.ntt
CHG-022206,006LU5LZQ8VSI5BTJS,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Gp,22431.47,18994.14,2026-07-30,Karen Phillips,karen.phillips@global.ntt
CHG-022207,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Not Set,Omitted,2026-07-21,Karen Phillips,karen.phillips@global.ntt
CHG-022208,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.00,0.04,2026-07-21,Karen Phillips,karen.phillips@global.ntt
CHG-022209,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Revenue,0,23285.66,2026-07-21,Karen Phillips,karen.phillips@global.ntt
CHG-022210,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Gp,0,4094.92,2026-07-21,Karen Phillips,karen.phillips@global.ntt
CHG-022211,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Qualification,Proposal,2026-07-26,Karen Phillips,karen.phillips@global.ntt
CHG-022212,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Omitted,Pipeline,2026-07-26,Karen Phillips,karen.phillips@global.ntt
CHG-022213,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.04,0.35,2026-07-26,Karen Phillips,karen.phillips@global.ntt
CHG-022214,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Revenue,23285.66,23427.45,2026-07-30,Karen Phillips,karen.phillips@global.ntt
CHG-022215,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,SFDC_ACV_Gp,4094.92,4119.85,2026-07-30,Karen Phillips,karen.phillips@global.ntt
CHG-022216,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Proposal,Proposal Evaluation,2026-08-01,Karen Phillips,karen.phillips@global.ntt
CHG-022217,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,ForecastCategory,Pipeline,Best Case,2026-08-01,Karen Phillips,karen.phillips@global.ntt
CHG-022218,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,Confidence,0.35,0.68,2026-08-01,Karen Phillips,karen.phillips@global.ntt
CHG-022219,006LV9BOXPXZ8VZKFD,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Network Refresh,OpportunityStage,Proposal Evaluation,Finalist,2026-08-02,Karen Phillips,karen.phillips@global.ntt
