OpportunityGlobalRegionName,OpportunityCountry,AccountCode,AccountName,AccountGroup,AccountIndustry,OpportunityCode,OpportunityLineCode,OpportunityName,OpportunityStage,Confidence,ForecastCategory,OpportunityCreateDate,OpportunityCloseDate,AccountOwnerFullName,AccountOwnerEmailAdress,OpportunityOwnerFullName,OpportunityOwnerEmailAdress,ProductBusinessUnit,ServiceCategory,OrderType,ContractTermMonths,SFDC_ACV_Revenue,SFDC_ACV_Gp,SFDC_TCV_Revenue,SFDC_TCV_Gp,GM_Percent,Quarter,Month,QuarterlyBudget_ACVRevenue,QuarterlyBudget_ACVGp,QuarterlyGap_ACVGP,QuarterlyTotalPipeline_ACVGP,TP_RAGStatus,QuarterlyQualifiedPipeline_ACVGP,QP_RAGStatus,LOBPortfolioQuarterlyBudget_ACVRevenue,LOBPortfolioQuarterlyBudget_ACVGp,MonthlyBudget_ACVRevenue,MonthlyBudget_ACVGp,MonthlyClosedPlusCommit_ACVGP,ClosedCommit_RAGStatus,LOBPortfolioMonthlyBudget_ACVRevenue,LOBPortfolioMonthlyBudget_ACVGp
North America,United States,001MVG3ACSSKJCXNEO,"Sonoma, Regional Transit Authority","Sonoma, Regional Transit Authority",Public Sector,0066068DOBBRX5EBD7,00kLOSSQHJUHCI67BJ,Sonoma - Unified Communications,Deal Lost,0.04,Omitted,2026-01-22,2026-06-24,Cynthia Young,cynthia.young@global.ntt,Cynthia Young,cynthia.young@global.ntt,Networking,Product,New Business,,26620.92,4762.98,26620.92,4762.98,17.89,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,2054926.04,256042.26,295351.88,Green,1120203.41,89616.27
North America,Canada,001NAYZ1JL73BY3UXA,"Jefferson, Public Health Department",,Public Sector,006PZG3JMHWZWRKYEL,00kXXN1IN6LESYWJ90,Jefferson - Endpoint Protection,Deal Lost,0.0,Omitted,2026-07-31,2026-08-19,Amanda Sanchez,amanda.sanchez@global.ntt,Amanda Sanchez,amanda.sanchez@global.ntt,Digital Workplace,Product,New Business,,8510.18,791.14,8510.18,791.14,9.3,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,312238.54,24979.08,2156202.22,268661.22,531309.38,Green,103038.72,8243.1
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006U1XLWKL96XVY1BM,00kVKAVJ3A267N3UAR,Cobalt Holdings Co. - Cisco IE3300,Deal Won,1.0,Closed,2026-01-17,2026-05-06,Brian Thompson,brian.thompson@global.ntt,Linda Carter,linda.carter@global.ntt,Networking,VBR,New Business,,357.91,158.03,357.91,158.03,44.15,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,13363.2,400.9,1832771.9,228362.06,300953.42,Green,4409.86,132.3
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006U1XLWKL96XVY1BM,00kXA4MVQOO1J8DPBO,Cobalt Holdings Co. - Cisco IE3300,Deal Won,1.0,Closed,2026-01-17,2026-05-06,Brian Thompson,brian.thompson@GLOBAL.NTT,Linda Carter,linda.carter@global.ntt,Security,VBR,New Business,,250.0,129.66,250.0,129.66,51.86,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,891.65,26.75,1832771.9,228362.06,300953.42,Green,294.24,8.83
North America,United States,0012LCZXUFWHTS19GE,Beacon Solutions Group,,Education,006IQAJL8KJJJTHKT1,00k6ECPEXX577MJ0P2,Beacon Solutions Group - Cisco IE3300,Deal Lost,0.0,Omitted,2026-02-04,2026-04-01,Nancy Lewis,nancy.lewis@global.ntt,Angela Martinez,angela.martinez@global.ntt,Networking,Product,Renewal,,6328.64,892.55,6328.64,892.55,14.1,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0012LCZXUFWHTS19GE,Beacon Solutions Group,,Education,006IQAJL8KJJJTHKT1,00kSGDCDQVTNNS70EJ,Beacon Solutions Group - Cisco IE3300,Deal Lost,0.0,Omitted,2026-02-04,2026-04-01,Nancy Lewis,nancy.lewis@global.ntt,Angela Martinez,angela.martinez@global.ntt,Networking,Product,Renewal,,14126.68,948.09,14126.68,948.09,6.71,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0012LCZXUFWHTS19GE,Beacon Solutions Group,,Education,006IQAJL8KJJJTHKT1,00k73NDSWY6R65BTFA,Beacon Solutions Group - Cisco IE3300,Deal Lost,0.0,Omitted,2026-02-04,2026-04-01,Nancy Lewis,nancy.lewis@global.ntt,Angela Martinez,angela.martinez@global.ntt,Networking,Product,Renewal,,4757.94,433.88,4757.94,433.88,9.12,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,001GU4PGFHHLHVFWMY,"Clark, Metropolitan Water District",,Public Sector,0066Y5ITVHO7ASV6KO,00k9YBLXZZ0W9VNGHP,Clark - Access Control Modernization,Proposal Evaluation,0.56,Best Case,2026-06-01,2026-08-25,Cynthia Clark,cynthia.clark@global.ntt,Cynthia Clark,cynthia.clark@global.ntt,Networking,Product,New Business,,8171.18,486.25,8171.18,486.25,5.95,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,Canada,001NAYZ1JL73BY3UXA,"Jefferson, Public Health Department",,Public Sector,006AGCYRTGHIX96EY1,00kRY5U8Z9OEIIMKS7,Jefferson - Security Assessment,Deal Lost,0.0,Omitted,2026-07-06,2026-09-15,Amanda Sanchez,amanda.sanchez@global.ntt,Amanda Sanchez,amanda.sanchez@global.ntt,Networking,Product,Renewal,,27192.94,6538.86,27192.94,6538.86,24.05,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,Canada,001NAYZ1JL73BY3UXA,"Jefferson, Public Health Department ",,Public Sector,006AGCYRTGHIX96EY1,00kX7FHGT9YVCMPR7M,Jefferson - Security Assessment,Deal Lost,0.0,Omitted,2026-07-06,2026-09-15,Amanda Sanchez,amanda.sanchez@global.ntt,Amanda Sanchez,amanda.sanchez@global.ntt,Digital Workplace,SDIS,Renewal,18.0,4822.33,545.36,7233.49,818.04,11.31,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,16039.2,4009.8,2417560.03,301226.22,599343.05,Green,5934.5,1483.63
North America,Canada,001NAYZ1JL73BY3UXA,"Jefferson, Public Health Department ",,Public Sector,006AGCYRTGHIX96EY1,00kA2P6J70FNXM3J68,Jefferson - Security Assessment,Deal Lost,0.0,Omitted,2026-07-06,2026-09-15,Amanda Sanchez,amanda.sanchez@global.ntt,Amanda Sanchez,amanda.sanchez@global.ntt,Networking,Product,Renewal,,11763.23,1040.79,11763.23,1040.79,8.85,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,006LE4T8YRXX9NNMDQ,00kXK36A39M9ZUDRFK,Everline Technologies Ltd. - Backup & DR,Deal Lost,0.02,Omitted,2026-02-17,2026-05-31,Timothy Turner,timothy.turner@global.ntt,Karen Phillips,karen.phillips@global.ntt,Digital Workplace,VBR,New Business,,356.75,160.83,356.75,160.83,45.08,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,1171.44,35.14,1832771.9,228362.06,300953.42,Green,386.58,11.6
North America,United States,001PH52AZD03EPEU7C,Novara Utilities Group,Novara Logistics LLC,Media & Entertainment,006JSWE8INAVVEK1ZL,00k6GRRQI9DAI0E1O1,Novara Utilities Group - Unified Communications,Deal Lost,0.03,Omitted,2026-06-17,2026-08-02,Michelle McDermott,michelle.mcdermott@global.ntt,Michelle McDermott,michelle.mcdermott@global.ntt,Networking,Product,New Business,,31733.32,5137.53,31733.32,5137.53,16.19,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,0017EE7NAK4MCZHMAV,Westfall Financial Group Co.,,Retail & Consumer Goods,006SJH3974QST0B339,00kAPZB78YIZKXFWLV,Westfall Financial Group Co. - Managed Services Renewal,Deal Lost,0.04,Omitted,2026-06-23,2026-09-06,Steven Cook,steven.cook@global.ntt,Steven Cook,steven.cook@global.ntt,Networking,VBR,New Business,,362.79,185.55,362.79,185.55,51.15,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,15721.42,471.64,2417560.03,301226.22,599343.05,Green,5816.93,174.51
North America,Canada,001BAC2JQQ2MANK01D,Cascade Data Systems Group,,Insurance,006CR12HP6MRYQ4MRS,00kLYYV8BS99PBMNNB,Cascade Data Systems Group - Data Center Migration,Deal Won,0.9,Closed,2026-03-23,2026-05-25,Susan Edwards,susan.edwards@global.ntt,Susan Edwards,susan.edwards@global.ntt,Networking,Product,New Business,,1592.61,197.39,1592.61,197.39,12.39,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1832771.9,228362.06,300953.42,Green,999100.34,79928.03
North America,United States,001V8SQDYB439KFK2H,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc.,Transportation & Logistics,006WXTB3UG3KNXKALY,00k4HGZ513DGPVFCMZ,Stonebridge Data Systems Inc. - Security Assessment,Deal Lost,0.0,Omitted,2026-03-29,2026-09-06,Scott Carter,scott.carter@global.ntt,Paul Carter,paul.carter@global.ntt,Networking,Product,New Business,,2377.22,508.52,2377.22,508.52,21.39,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006ZENH6KUSRCJ4T5U,00k3F1AJGPDWPV0USN,Cobalt Holdings Co. - Data Center Migration,Deal Won,1.0,Closed,2026-08-29,2026-09-08,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Technical Services,Renewal,,11369.31,1817.23,11369.31,1817.23,15.98,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,760625.76,228187.73,2417560.03,301226.22,599343.05,Green,281431.53,84429.46
North America,United States,001AKVEM7CBPABGD3E,Granite Systems Ltd.,Granite Systems Ltd.,Technology,006V950K0QXIR5GNKG,00k2WUBPU1GVD3BU8M,Granite Systems Ltd. - Network Refresh,Deal Lost,0.02,Omitted,2026-06-01,2026-07-09,Mark Martinez,mark.martinez@global.ntt,Mark Martinez,mark.martinez@global.ntt,Security,Product,Renewal,,5453.63,767.91,5453.63,767.91,14.08,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,1960183.8,244237.44,305354.71,Green,71298.56,5703.88
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,0065LP2SJL0GQ053MH,00kEMAN79AH63BPO92,Cobalt Holdings Co. - Access Control Modernization,Deal Won,1.0,Closed,2026-02-19,2026-04-25,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@GLOBAL.NTT,Networking,Product,New Business,,67376.86,13181.86,67376.86,13181.86,19.56,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,0065LP2SJL0GQ053MH,00kOQJQMG9IG2FAVLZ,Cobalt Holdings Co. - Access Control Modernization,Deal Won,1.0,Closed,2026-02-19,2026-04-25,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Digital Workplace,Product,New Business,,4172.59,451.06,4172.59,451.06,10.81,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,265402.76,21232.22,1666156.26,207601.83,501687.68,Green,79620.83,6369.67
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,006L5GQ8W3Y0NQBJCL,00kLVEXGVUFU871T1P,Everline Technologies Ltd. - Cloud Connectivity,Identification,0.02,Omitted,2026-01-28,2026-04-10,Timothy Turner,timothy.turner@global.ntt,Timothy Turner,timothy.turner@global.ntt,Networking,Product,New Business,,15907.29,1818.86,15907.29,1818.86,11.43,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,006L5GQ8W3Y0NQBJCL,00k4QY1IGUWB0RNQRZ,Everline Technologies Ltd. - Cloud Connectivity,Identification,0.02,Omitted,2026-01-28,2026-04-10,Timothy Turner,timothy.turner@global.ntt,Timothy Turner,timothy.turner@global.ntt,Digital Workplace,Product,New Business,,635.8,111.43,635.8,111.43,17.53,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,265402.76,21232.22,1666156.26,207601.83,501687.68,Green,79620.83,6369.67
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,006SAVOHE1DHZW9BHX,00kCMNGDA3E0A5I8QU,Everline Technologies Ltd. - SD-WAN Rollout,Deal Won,1.0,Closed,2026-05-15,2026-07-20,Timothy Turner,timothy.turner@global.ntt,Timothy Turner,timothy.turner@global.ntt,Networking,Product,New Business,,10755.82,1186.12,10755.82,1186.12,11.03,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,1960183.8,244237.44,305354.71,Green,1068556.51,85484.52
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,006SAVOHE1DHZW9BHX,00kI24TW0OJ8YAUQI2,Everline Technologies Ltd. - SD-WAN Rollout,Deal Won,1.0,Closed,2026-05-15,2026-07-20,Timothy Turner,timothy.turner@global.ntt,Timothy Turner,timothy.turner@global.ntt,Networking,Product,New Business,,38199.86,3425.58,38199.86,3425.58,8.97,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,1960183.8,244237.44,305354.71,Green,1068556.51,85484.52
North America,United States,001GU4PGFHHLHVFWMY,"Clark, Metropolitan Water District",,Public Sector,006T8FSNJR0EX6KY77,00kY4XAYPYNPQW46GC,Clark - Colocation Expansion,Deal Lost,0.03,Omitted,2026-01-17,2026-04-23,Cynthia Clark,cynthia.clark@global.ntt,Cynthia Clark,cynthia.clark@global.ntt,Networking,Product,Expansion,,4719.32,734.66,4719.32,734.66,15.57,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,001GU4PGFHHLHVFWMY,"Clark, Metropolitan Water District",,Public Sector,006T8FSNJR0EX6KY77,00kEQKF32TBFZNO3J9,Clark - Colocation Expansion,Deal Lost,0.03,Omitted,2026-01-17,2026-04-23,Cynthia Clark,cynthia.clark@global.ntt,Cynthia Clark,cynthia.clark@global.ntt,Digital Workplace,Technical Services,Expansion,,6761.75,1393.8,6761.75,1393.8,20.61,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,56676.14,17002.84,1666156.26,207601.83,501687.68,Green,17002.84,5100.85
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,0061BZFHH3NONW6YDS,00k85P4KZ0NBKY2P62,Cobalt Holdings Co. - Firewall Upgrade,Deal Lost,0.0,Omitted,2026-05-05,2026-08-02,Brian Thompson,brian.thompson@global.ntt,Susan Roberts,susan.roberts@global.ntt,Networking,Product,New Business,,5457.58,1117.58,5457.58,1117.58,20.48,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,001MVG3ACSSKJCXNEO,"Sonoma, Regional Transit Authority","Sonoma, Regional Transit Authority",Public Sector,006UMO6OQY60RLGE10,00kJ14EVR43870II4Z,Sonoma - Wireless Expansion,Deal Lost,0.0,Omitted,2026-06-19,2026-07-19,Cynthia Young,cynthia.young@global.ntt,Cynthia Young,cynthia.young@global.ntt,Networking,VBR,Expansion,,250.0,108.88,250.0,108.88,43.55,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,15721.42,471.64,1960183.8,244237.44,305354.71,Green,4716.43,141.49
North America,United States,001LJ7JNWDJG771IWX,Wexford Energy Partners Co.,Wexford Energy Partners Co.,Media & Entertainment,00647E72ZIHPGX1RY2,00k1MD378AQMMOARCI,Wexford Energy Partners Co. - SD-WAN Rollout,Deal Lost,0.0,Omitted,2026-05-10,2026-06-18,Amanda Turner,amanda.turner@global.ntt,Amanda Turner,amanda.turner@global.ntt,Digital Workplace,Product,Renewal,,2164.34,297.45,2164.34,297.45,13.74,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,265402.76,21232.22,2054926.04,256042.26,295351.88,Green,98199.02,7855.92
North America,United States,001LJ7JNWDJG771IWX,Wexford Energy Partners Co.,Wexford Energy Partners Co.,Media & Entertainment,00647E72ZIHPGX1RY2,00k9X5R6176YIBLK7B,Wexford Energy Partners Co. - SD-WAN Rollout,Deal Lost,0.0,Omitted,2026-05-10,2026-06-18,Amanda Turner,amanda.turner@global.ntt,Amanda Turner,amanda.turner@global.ntt,Networking,Product,Renewal,,40995.9,4698.46,40995.9,4698.46,11.46,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,2054926.04,256042.26,295351.88,Green,1120203.41,89616.27
North America,United States,001SAEQ8IKIMZLX68U,Redstone Manufacturing Inc.,Redstone Manufacturing Inc.,Healthcare,006J3R7A7XZKCIPMGA,00kTP9YT85JWXPG4FM,Redstone Manufacturing Inc. - Endpoint Protection,Deal Lost,0.0,Omitted,2026-02-01,2026-04-01,Angela Martinez,angela.martinez@global.ntt,Angela Martinez,angela.martinez@global.ntt,Security,Technical Services,New Business,,2246.63,589.34,2246.63,589.34,26.23,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,43139.32,12941.79,1666156.26,207601.83,501687.68,Green,12941.8,3882.54
North America,United States,001SAEQ8IKIMZLX68U,Redstone Manufacturing Inc.,Redstone Manufacturing Inc.,Healthcare,006J3R7A7XZKCIPMGA,00k46HSRL20C4N41RY,Redstone Manufacturing Inc. - Endpoint Protection,Deal Lost,0.0,Omitted,2026-02-01,2026-04-01,Angela Martinez,angela.martinez@global.ntt,Angela Martinez,ANGELA.MARTINEZ@GLOBAL.NTT,Networking,Technical Services,New Business,,15527.8,3576.95,15527.8,3576.95,23.04,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,646531.89,193959.57,1666156.26,207601.83,501687.68,Green,193959.57,58187.87
North America,United States,001SAEQ8IKIMZLX68U,Redstone Manufacturing Inc.,Redstone Manufacturing Inc.,Healthcare,006J3R7A7XZKCIPMGA,00kPZ7103UWVQACQJ7,Redstone Manufacturing Inc. - Endpoint Protection,Deal Lost,0.0,Omitted,2026-02-01,2026-04-01,Angela Martinez,angela.martinez@global.ntt,Angela Martinez,angela.martinez@global.ntt,Security,Technical Services,New Business,,6091.91,1358.56,6091.91,1358.56,22.3,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,43139.32,12941.79,1666156.26,207601.83,501687.68,Green,12941.8,3882.54
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,00643TK8EJ0OZIXUBL,00kINNDAL6DSUX9ONS,Everline Technologies Ltd. - Security Assessment,Deal Lost,0.03,Omitted,2026-01-03,2026-04-09,Timothy Turner,timothy.turner@global.ntt,Timothy Turner,timothy.turner@global.ntt,Security,Product,Renewal,,12578.97,1623.53,12578.97,1623.53,12.91,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,202012.6,16161.01,1666156.26,207601.83,501687.68,Green,60603.78,4848.3
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,00643TK8EJ0OZIXUBL,00k45XYL0DHHQCS5OA,Everline Technologies Ltd. - Security Assessment,Deal Lost,0.03,Omitted,2026-01-03,2026-04-09,Timothy Turner,timothy.turner@global.ntt,Timothy Turner,timothy.turner@global.ntt,Networking,Technical Services,Renewal,,9279.84,1965.78,9279.84,1965.78,21.18,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,646531.89,193959.57,1666156.26,207601.83,501687.68,Green,193959.57,58187.87
North America,Canada,0014G7V85UNEDO3SRI,Everline Technologies Ltd.,,Retail & Consumer Goods,00643TK8EJ0OZIXUBL,00kKKLNZLN617M7KL8,Everline Technologies Ltd. - Security Assessment,Deal Lost,0.03,Omitted,2026-01-03,2026-04-09,Timothy Turner,timothy.turner@global.ntt,Timothy Turner,timothy.turner@global.ntt,Security,Product,Renewal,,518.58,95.82,518.58,95.82,18.48,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,202012.6,16161.01,1666156.26,207601.83,501687.68,Green,60603.78,4848.3
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006XL0S9G8ETN1EJI7,00kH3MUUKO4ACO16Y4,Cobalt Holdings Co. - Managed Services Renewal,Deal Lost,0.15,Pipeline,2026-04-27,2026-05-27,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Digital Workplace,Product,Renewal,,1971.79,283.85,1971.79,283.85,14.4,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,265402.76,21232.22,1832771.9,228362.06,300953.42,Green,87582.91,7006.63
North America,United States,001PLVOF554NJB0L65,Harborview Media Group Group,,Manufacturing,006XXRRROENZ9352SY,00k5CNKVK7BC6S4Q7R,Harborview Media Group Group - Backup & DR,Deal Lost,0.0,Omitted,2026-08-07,2026-08-17,Paul Martinez,paul.martinez@global.ntt,Paul Martinez,paul.martinez@global.ntt,Security,Product,New Business,,15158.17,3263.39,15158.17,3263.39,21.53,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,2156202.22,268661.22,531309.38,Green,78428.42,6274.27
North America,United States,001XQPR99FEI4Q5XTK,Wexford Insurance Group Ltd.,,Retail & Consumer Goods,006LWZNT15DR4UBE3P,00k0NYXGKGCSHYIBFT,Wexford Insurance Group Ltd. - Endpoint Protection,Deal Won,1.0,Closed,2026-04-23,2026-05-23,Melissa Edwards,melissa.edwards@global.ntt,Timothy Carter,timothy.carter@global.ntt,Networking,Product,New Business,,13531.66,2246.84,13531.66,2246.84,16.6,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1832771.9,228362.06,300953.42,Green,999100.34,79928.03
North America,United States,001G19FIL6QKLVNF3P,Westfall Logistics Corp.,,Media & Entertainment,0065BJ1EMJ042ZD6FO,00k4L69JLFBSYT9EI6,Westfall Logistics Corp. - SD-WAN Rollout,Deal Won,1.0,Closed,2026-02-05,2026-04-01,Deborah Anderson,deborah.anderson@global.ntt,Deborah Anderson,deborah.anderson@global.ntt,Security,Technical Services,New Business,,3206.63,756.9,3206.63,756.9,23.6,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,43139.32,12941.79,1666156.26,207601.83,501687.68,Green,12941.8,3882.54
North America,Canada,001E14Z34QBQHEEZST,Westfall Networks Group,Westfall Retail Group Ltd.,Financial Services,006TU6U70TNEZ7NMDV,00kH23Q9L35KB2DWRR,Westfall Networks Group - Data Center Migration,Deal Lost,0.0,Omitted,2026-01-07,2026-06-01,Cynthia Edwards,cynthia.edwards@global.ntt,Cynthia Edwards,cynthia.edwards@global.ntt,Networking,Product,New Business,,6406.24,839.91,6406.24,839.91,13.11,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,2054926.04,256042.26,295351.88,Green,1120203.41,89616.27
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006I69TLMPRCH2BQ5D,00kZWU0EABW1FCM2PY,Cobalt Holdings Co. - Security Assessment,Deal Lost,0.05,Omitted,2026-03-14,2026-08-09,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Security,Product,New Business,,3272.47,795.55,3272.47,795.55,24.31,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,2156202.22,268661.22,531309.38,Green,78428.42,6274.27
North America,Canada,001LC0DYNOJO53MKSY,"Halifax, Township Of",,Public Sector,0063XNP1FSZTQSS237,00k90MWIYPHDA3CREY,Halifax - Digital Workplace Upgrade,Deal Won,1.0,Closed,2026-06-23,2026-08-16,Cynthia Roberts,cynthia.roberts@global.ntt,Paul Wright,paul.wright@global.ntt,Security,Product,New Business,,7809.46,1199.49,7809.46,1199.49,15.36,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,2156202.22,268661.22,531309.38,Green,78428.42,6274.27
North America,United States,001AKJP9LZ1BSQSGQE,Ironclad Energy Partners LLC,Ironclad Energy Partners LLC,Insurance,006ABCDBK8DY53NBNV,00kOQKJ8ZQ3CUYBZZT,Ironclad Energy Partners LLC - Colocation Expansion,Deal Lost,0.0,Omitted,2026-06-05,2026-09-11,Jose McDermott,jose.mcdermott@global.ntt,Jose McDermott,jose.mcdermott@global.ntt,Networking,Product,New Business,,25609.11,4612.62,25609.11,4612.62,18.01,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
